,POS,BIB,ATHLETE,COUNTRY,MARK,Reaction Time,index,name,venue,date,country,event,sex,round,url,ms*
2,3.0,1995.0,Dina ASHER-SMITH,GBR,11.05,0.148,2,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/semi-final/result,
3,4.0,3882.0,Jenna PRANDINI,USA,11.11 =SB,0.149,2,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/semi-final/result,
4,5.0,1383.0,Khamica BINGHAM,CAN,11.22,0.15,2,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/semi-final/result,
5,6.0,1130.0,TyNia GAITHER,BAH,11.31,0.13,2,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/semi-final/result,
6,7.0,2130.0,Tatjana PINTO,GER,11.35,0.163,2,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/semi-final/result,
0,1.0,1522.0,Marie-Josée TA LOU,CIV,10.79 Q,0.147,2,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/semi-final/result,0.784
1,2.0,2491.0,Shericka JACKSON,JAM,10.79 Q,0.147,2,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/semi-final/result,0.787
2,3.0,3615.0,Michelle-Lee AHYE,TTO,11.00 SB,0.132,2,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/semi-final/result,
3,4.0,2097.0,Alexandra BURGHARDT,GER,11.07,0.151,2,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/semi-final/result,
4,5.0,3878.0,Javianne OLIVER,USA,11.08,0.166,2,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/semi-final/result,
5,6.0,1393.0,Crystal EMMANUEL,CAN,11.21,0.149,2,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/semi-final/result,
6,7.0,1471.0,Manqi GE,CHN,11.22,0.145,2,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/semi-final/result,
7,8.0,2019.0,Asha PHILIP,GBR,11.30,0.134,2,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/semi-final/result,
0,1.0,2480.0,Shelly-Ann FRASER-PRYCE,JAM,10.73 Q,0.136,2,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/semi-final/result,
1,2.0,3506.0,Mujinga KAMBUNDJI,SUI,10.96 Q,0.128,2,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/semi-final/result,
2,3.0,3842.0,Teahna DANIELS,USA,10.98 q PB,0.144,2,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/semi-final/result,
3,4.0,2016.0,Daryll NEITA,GBR,11.00 q,0.135,2,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/semi-final/result,
4,5.0,3048.0,Nzubechi Grace NWOKOCHA,NGR,11.07,0.142,2,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/semi-final/result,
5,6.0,1993.0,Gina BASS,GAM,11.16,0.14,2,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/semi-final/result,
6,7.0,1521.0,Murielle AHOURÉ,CIV,11.28,0.124,2,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/semi-final/result,
7,8.0,2383.0,Anna BONGIORNI,ITA,11.38,0.159,2,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/semi-final/result,
0,1.0,2521.0,Elaine THOMPSON-HERAH,JAM,10.61 OR,0.15,3,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/final/result,
1,2.0,2480.0,Shelly-Ann FRASER-PRYCE,JAM,10.74,0.139,3,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/final/result,
2,3.0,2491.0,Shericka JACKSON,JAM,10.76 PB,0.152,3,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/final/result,
3,4.0,1522.0,Marie-Josée TA LOU,CIV,10.91,0.158,3,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/final/result,
4,5.0,3499.0,Ajla DEL PONTE,SUI,10.97,0.129,3,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/final/result,
5,6.0,3506.0,Mujinga KAMBUNDJI,SUI,10.99,0.138,3,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/final/result,
6,7.0,3842.0,Teahna DANIELS,USA,11.02,0.144,3,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/final/result,
7,8.0,2016.0,Daryll NEITA,GBR,11.12,0.108,3,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/final/result,
0,1.0,4020.0,Ngoni MAKUSHA,ZIM,10.32 Q,0.15,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
1,2.0,3600.0,Kokoutse Fabrice DABLA,TOG,10.57 Q,0.168,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
2,3.0,2986.0,Yeykell Eliu ROMERO,NCA,10.62 Q,0.149,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
3,4.0,2922.0,Hassan SAAID,MDV,10.70 SB,0.159,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
4,5.0,1227.0,Shaun GILL,BIZ,10.88,0.143,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
5,6.0,1382.0,Sokong PEN,CAM,11.02 SB,0.139,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
6,7.0,1002.0,Sha Mahmood NOOR ZAHI,AFG,11.04 PB,0.198,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
7,8.0,2810.0,Lataisi MWEA,KIR,11.25,0.146,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
8,9.0,1039.0,Nathan CRUMPTON,ASA,11.27 PB,0.15,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
0,1.0,3117.0,Barakat AL HARTHI,OMA,10.27 Q SB,0.134,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
1,2.0,2251.0,Emanuel ARCHIBALD,GUY,10.30 Q,0.152,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
2,3.0,3697.0,Mohamed ALHAMMADI,UAE,10.59 Q PB,0.145,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,0.581
3,3.0,1887.0,Ratu Banuve TABAKAUCORO,FIJ,10.59 Q SB,0.128,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,0.581
4,5.0,1265.0,Artur Bruno ROJAS DA SILVA,BOL,10.64,0.142,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
5,6.0,1215.0,Didier KIKI,BEN,10.69 PB,0.136,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
6,7.0,3072.0,Saguirou BADAMASSI,NIG,10.87 PB,0.127,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
7,8.0,3593.0,Ronald Lawrence FOTOFILI,TGA,11.19 SB,0.143,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
8,,1022.0,Aveni MIGUEL,ANG,DQ,,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
0,1.0,1732.0,Dorian KELETELA,ART,10.33 Q PB,0.16,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
1,2.0,1992.0,Guy MAGANGA GORRA,GAB,10.61 Q,0.137,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
2,3.0,1533.0,Oliver MWIMBA,COD,10.63 Q,0.135,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
3,4.0,3597.0,Ildar AKHMADIEV,TJK,10.66 PB,0.141,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
4,5.0,3095.0,Jonah HARRIS,NRU,11.01 SB,0.147,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
5,6.0,1991.0,Scott James FITI,FSM,11.25 SB,0.156,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
6,7.0,2080.0,Seco CAMARA,GBS,11.33 PB,0.17,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,
7,8.0,3150.0,Adrian Justin Jimena ILILAU,PLW,11.42 PB,0.159,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,0.414
8,9.0,3686.0,Karalo Hepoiteloto MAIBUCA,TUV,11.42 NR,0.15,4,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result,0.418
0,1.0,3903.0,Ronnie BAKER,USA,10.03 Q,0.151,5,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/heats/result,
1,2.0,1980.0,Jimmy VICAUT,FRA,10.07 Q SB,0.164,5,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/heats/result,
2,3.0,3058.0,Usheoritse ITSEKIRI,NGR,10.15 Q,0.147,5,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/heats/result,
3,4.0,1506.0,Zhiqiang WU,CHN,10.18,0.157,5,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/heats/result,
4,5.0,3606.0,Chun-Han YANG,TPE,10.21 SB,0.147,5,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/heats/result,
5,6.0,2714.0,Shuhei TADA,JPN,10.22,0.13,5,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/heats/result,
6,7.0,3667.0,Emre Zafer BARNES,TUR,10.47,0.154,5,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/heats/result,
7,8.0,1992.0,Guy MAGANGA GORRA,GAB,10.77,0.142,5,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/heats/result,
8,,2640.0,Tyquendo TRACEY,JAM,DNS,,5,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/heats/result,
0,1.0,3056.0,Enoch ADEGOKE,NGR,9.98 Q PB,0.133,5,The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/heats/result,
